District,Janpad,Sector,Gram_Panchayat,GP_20Sep_Name,Sub_Engineer,Correction
Satna,Majhgawan,KHADAURRA,DOMHAI,Domahai,देवेन्द्र सिंह,
Satna,Majhgawan,KHADAURRA,GODGAWAN,Godgawa,देवेन्द्र सिंह,
Satna,Majhgawan,KHADAURRA,KALWALIYA,Kalawaliya,देवेन्द्र सिंह,
Satna,Majhgawan,KHADAURRA,KHADAURRA,Khadoura,देवेन्द्र सिंह,
Satna,Majhgawan,KHADAURRA,KHANCH,Khanch,देवेन्द्र सिंह,
Satna,Majhgawan,KHADAURRA,MAJHAGAWAN (JHARI),Majhagawan Ghari,देवेन्द्र सिंह,
Satna,Majhgawan,KHADAURRA,MEHUTI,Mehuti,देवेन्द्र सिंह,
Satna,Majhgawan,KHADAURRA,PACHALIKALAN,Pachali Kala,देवेन्द्र सिंह,
Satna,Majhgawan,KHADAURRA,PATNAKALA,Patna Kalan,देवेन्द्र सिंह,
Satna,Majhgawan,KHADAURRA,RIMARI,Rimari,देवेन्द्र सिंह,
Satna,Majhgawan,MAJHGAWAN,ARJUNPUR,Arjunpur,आशीष तिवारी अति0,
Satna,Majhgawan,MAJHGAWAN,BARAHA,Baraha,आशीष तिवारी अति0,
Satna,Majhgawan,MAJHGAWAN,BHATHWA,Bathawa,आशीष तिवारी अति0,
Satna,Majhgawan,MAJHGAWAN,BRAMHIPUR,Bramhipur,आशीष तिवारी अति0,
Satna,Majhgawan,MAJHGAWAN,CHITAHRA,Chitahara,आशीष तिवारी अति0,
Satna,Majhgawan,MAJHGAWAN,DEVLAHA,Dewlaha,आशीष तिवारी अति0,
Satna,Majhgawan,MAJHGAWAN,KELHAURA,Kelhoura,आशीष तिवारी अति0,
Satna,Majhgawan,MAJHGAWAN,MAHTAIN,Mahtian,आशीष तिवारी अति0,
Satna,Majhgawan,MAJHGAWAN,MAJHGAWAN,Majhgawon,आशीष तिवारी अति0,
Satna,Majhgawan,MAJHGAWAN,PADARI,Padari,आशीष तिवारी अति0,
Satna,Majhgawan,MAJHGAWAN,PATNAKHURD,Patna Khurd,आशीष तिवारी अति0,
Satna,Majhgawan,MAJHGAWAN,PUTARICHUWA,Putari Chhuwon,आशीष तिवारी अति0,
Satna,Majhgawan,PINDRA,JHARI (Nakaila),Jhari Nakaila,रमाकांत त्रिपाठी,
Satna,Majhgawan,PINDRA,KHARAHA,Kharaha,रमाकांत त्रिपाठी,
Satna,Majhgawan,PINDRA,LALPUR (PADARI),Lalpur Padari,रमाकांत त्रिपाठी,
Satna,Majhgawan,PINDRA,MALGAUSA,Malgousa,रमाकांत त्रिपाठी,
Satna,Majhgawan,PINDRA,NAKAILA,Nakaila,रमाकांत त्रिपाठी,
Satna,Majhgawan,PINDRA,PALDEV,Paldew,रमाकांत त्रिपाठी,
Satna,Majhgawan,PINDRA,PINDRA,Pindara,रमाकांत त्रिपाठी,
Satna,Majhgawan,PINDRA,Padmaniya,Padwaniya Jageer,रमाकांत त्रिपाठी,
Satna,Majhgawan,PINDRA,SADA,Sada,रमाकांत त्रिपाठी,
Satna,Majhgawan,PINDRA,SEJWAR,Sejwar,रमाकांत त्रिपाठी,
Satna,Majhgawan,PINDRA,SINGHPUR,Singhpur,रमाकांत त्रिपाठी,
Satna,Majhgawan,PINDRA,TERHIPATAMANIYA,Tendhee Patmaniya,रमाकांत त्रिपाठी,
Satna,Majhgawan,PRATAPPUR,BADAKAN,Badkan,अखिलेश सोनी,25-09-2026: Pratap Pur पुष्टि
Satna,Majhgawan,PRATAPPUR,BARAUN,Barou,अखिलेश सोनी,25-09-2026: Pratap Pur पुष्टि
Satna,Majhgawan,PRATAPPUR,BITMA,Vitama,अखिलेश सोनी,25-09-2026: Pratap Pur पुष्टि
Satna,Majhgawan,PRATAPPUR,HALAWAN,Halawon,अखिलेश सोनी,25-09-2026: Pratap Pur पुष्टि
Satna,Majhgawan,PRATAPPUR,HARDI,Hardi,अखिलेश सोनी,25-09-2026: Pratap Pur पुष्टि
Satna,Majhgawan,PRATAPPUR,HARIHARPUR,Hariharpur,अखिलेश सोनी,25-09-2026: Pratap Pur पुष्टि
Satna,Majhgawan,PRATAPPUR,JAMUWANI,Jamuyani,अखिलेश सोनी,25-09-2026: Pratap Pur पुष्टि
Satna,Majhgawan,PRATAPPUR,JHONTA,Jhonta,अखिलेश सोनी,25-09-2026: Pratap Pur पुष्टि
Satna,Majhgawan,PRATAPPUR,KARAUNDIKALA,Karoundi Kala,अखिलेश सोनी,25-09-2026: Pratap Pur पुष्टि
Satna,Majhgawan,PRATAPPUR,PADUHAR,Paduhar,अखिलेश सोनी,25-09-2026: Pratap Pur पुष्टि
Satna,Majhgawan,PRATAPPUR,PRATAPPUR,Pratap Pur,अखिलेश सोनी,25-09-2026: Pratap Pur पुष्टि
Satna,Majhgawan,PRATAPPUR,SHUKWAH,Sukwah,अखिलेश सोनी,25-09-2026: Pratap Pur पुष्टि
Satna,Nagod,BARAPATTHAR,BARAPATTHAR,Barapathar,हेमंत तिवारी,
Satna,Nagod,BARAPATTHAR,GANGWARIYA,Gangwariya,हेमंत तिवारी,
Satna,Nagod,BARAPATTHAR,HADAHA,Hadha,हेमंत तिवारी,
Satna,Nagod,BARAPATTHAR,HARDUWAKALAN,Harduwa Kala,हेमंत तिवारी,
Satna,Nagod,BARAPATTHAR,ITAURAKALAN,Itoura Kala,हेमंत तिवारी,
Satna,Nagod,BARAPATTHAR,ITMAUBARI,Itama Uwari,हेमंत तिवारी,
Satna,Nagod,BARAPATTHAR,KHAKHRAUDHA,Khakhroundha,हेमंत तिवारी,
Satna,Nagod,BARAPATTHAR,KHAMREHI,Khamrehi,हेमंत तिवारी,
Satna,Nagod,BARAPATTHAR,NAUNIYA,Nauniya,हेमंत तिवारी,
Satna,Nagod,BARAPATTHAR,PAWAIYA,Pawaiya,हेमंत तिवारी,
Satna,Nagod,BARAPATTHAR,SEMARWARA,Semarwara,हेमंत तिवारी,
Satna,Nagod,BARAPATTHAR,UJNEHI,Ujnehi,हेमंत तिवारी,
Satna,Nagod,DUREHA,AMKUI,Amkuie,संकल्प राणा,
Satna,Nagod,DUREHA,DATUNHA,Datunaha,संकल्प राणा,
Satna,Nagod,DUREHA,DUDAHA,Dudaha,संकल्प राणा,
Satna,Nagod,DUREHA,DUREHA,Dureha,संकल्प राणा,
Satna,Nagod,DUREHA,KALAWAL,Kalawal,संकल्प राणा,
Satna,Nagod,DUREHA,KAPURI,Kapuri,संकल्प राणा,
Satna,Nagod,DUREHA,PANSI,Pasie,संकल्प राणा,
Satna,Nagod,DUREHA,RICHHUL,Richhul,संकल्प राणा,
Satna,Nagod,DUREHA,RUNEHI,Runehi,संकल्प राणा,
Satna,Nagod,DUREHA,SIJAHTI,Sijahati,संकल्प राणा,
Satna,Nagod,DUREHA,UMARIHA,Umriha,संकल्प राणा,
Satna,Nagod,JASO,ATARAURA,Atroura,रितेश राजपूत,
Satna,Nagod,JASO,BAMURAHIYA,Bamurahiya,रितेश राजपूत,
Satna,Nagod,JASO,JASO,Jaso,रितेश राजपूत,
Satna,Nagod,JASO,JHINGODAR,Ghingodar,रितेश राजपूत,
Satna,Nagod,JASO,KOTA NO.2,Kota N-2,रितेश राजपूत,
Satna,Nagod,JASO,MADA TOLA,Mada Tola,रितेश राजपूत,
Satna,Nagod,JASO,MARHI KALA,Madhie Kala,रितेश राजपूत,
Satna,Nagod,JASO,PIPARI,Pipari,रितेश राजपूत,
Satna,Nagod,JASO,RAMPURA,Rampura,रितेश राजपूत,
Satna,Nagod,JASO,SEMRI,Semari,रितेश राजपूत,
Satna,Nagod,JASO,SHAHPUR,Sahapura,रितेश राजपूत,
Satna,Nagod,JASO,UMARI,Umari Brij,रितेश राजपूत,
Satna,Nagod,KATKONKALA,AKOUNASATHIYA,Akouna Sathiya,कौशल पटेल अति0,
Satna,Nagod,KATKONKALA,AMILIYA,Amiliya,कौशल पटेल अति0,
Satna,Nagod,KATKONKALA,DHAURHARA,Dhourahara,कौशल पटेल अति0,
Satna,Nagod,KATKONKALA,GINJARA,Ginjara,कौशल पटेल अति0,
Satna,Nagod,KATKONKALA,KACHANAR,Kachanar,कौशल पटेल अति0,
Satna,Nagod,KATKONKALA,KACHLOHA,Kachloha,कौशल पटेल अति0,
Satna,Nagod,KATKONKALA,KATKONKALA,Katkonkala,कौशल पटेल अति0,
Satna,Nagod,KATKONKALA,KHAIRA,Khaira,कौशल पटेल अति0,
Satna,Nagod,KATKONKALA,MAJHGAWAN KHAIRUWA,Maghgawon,कौशल पटेल अति0,
Satna,Nagod,KATKONKALA,PATWARA,Patawara,कौशल पटेल अति0,
Satna,Nagod,KATKONKALA,RERUAKHURD,Reura Khurd,कौशल पटेल अति0,
Satna,Nagod,KATKONKALA,RERUWAKALAN,Reura Kala,कौशल पटेल अति0,
Satna,Nagod,SHIVRAJPUR,AMA,Aama,राजीवलोचन त्रिपाठी,
Satna,Nagod,SHIVRAJPUR,BABOOPUR,Babupur,राजीवलोचन त्रिपाठी,
Satna,Nagod,SHIVRAJPUR,BANDI,Bandi,राजीवलोचन त्रिपाठी,
Satna,Nagod,SHIVRAJPUR,BHAJIKHERA,Bhajikhera,राजीवलोचन त्रिपाठी,
Satna,Nagod,SHIVRAJPUR,BILOUNDHA,Beloundha,राजीवलोचन त्रिपाठी,
Satna,Nagod,SHIVRAJPUR,DEORI,Dewari,राजीवलोचन त्रिपाठी,
Satna,Nagod,SHIVRAJPUR,DURGAPUR,Durgapur,राजीवलोचन त्रिपाठी,
Satna,Nagod,SHIVRAJPUR,DWARI KHURD,Dwari Khurd,राजीवलोचन त्रिपाठी,
Satna,Nagod,SHIVRAJPUR,KALPA,Kalpa,राजीवलोचन त्रिपाठी,
Satna,Nagod,SHIVRAJPUR,MADAI,Madai,राजीवलोचन त्रिपाठी,
Satna,Nagod,SHIVRAJPUR,SHIVRAJPUR,Shivrajpur,राजीवलोचन त्रिपाठी,
Satna,Nagod,SHIVRAJPUR,TIDUNI MOTWA,Tiduni Motwa,राजीवलोचन त्रिपाठी,
Satna,Nagod,SINGHPUR,BELA,Bela,कौशल पटेल,
Satna,Nagod,SINGHPUR,BELGAHANA,Belgahana,कौशल पटेल,
Satna,Nagod,SINGHPUR,BHAIHAI,Bhaihai,कौशल पटेल,
Satna,Nagod,SINGHPUR,KHAMHARIYA KHURD,Khamhariya Khurd,कौशल पटेल,
Satna,Nagod,SINGHPUR,KOTA NO.1,Kota No.1,कौशल पटेल,
Satna,Nagod,SINGHPUR,MAHTAIN,Mahtain,कौशल पटेल,
Satna,Nagod,SINGHPUR,MAJHIYARI,Majhiyari,कौशल पटेल,
Satna,Nagod,SINGHPUR,NONGARA,Nonagara,कौशल पटेल,
Satna,Nagod,SINGHPUR,PANGARA,Panagara,कौशल पटेल,
Satna,Nagod,SINGHPUR,RAUND (OF NAGOD),Raund,कौशल पटेल,
Satna,Nagod,SINGHPUR,SINGHPUR (OF NAGOD),Singhpur,कौशल पटेल,
Satna,Nagod,SINGHPUR,USARAR (OF NAGOD),Usarar,कौशल पटेल,
Satna,Nagod,SITPURA,BACHBAI,Bachwai,निशा तिवारी,
Satna,Nagod,SITPURA,BASUDHA,Basudha,निशा तिवारी,
Satna,Nagod,SITPURA,CHHINDA,Chhinda,निशा तिवारी,
Satna,Nagod,SITPURA,DAMHA,Damha,निशा तिवारी,
Satna,Nagod,SITPURA,HILOUNDHA,Hiloundha,निशा तिवारी,
Satna,Nagod,SITPURA,ITMA,Itama,निशा तिवारी,
Satna,Nagod,SITPURA,LALPUR,Lalpur,निशा तिवारी,
Satna,Nagod,SITPURA,MAUHARI,Mauhari,निशा तिवारी,
Satna,Nagod,SITPURA,NAUWASTA,Nawasta,निशा तिवारी,
Satna,Nagod,SITPURA,RAJARWARA,Rajarwara,निशा तिवारी,
Satna,Nagod,SITPURA,SITPURA,Sitpura,निशा तिवारी,
Satna,Nagod,SITPURA,UMARAHAT,Umrahat,निशा तिवारी,
Satna,Nagod,SURDAHA KALA,CHANDKUIYA,Chandkuiya,प्रमोद तिवारी,
Satna,Nagod,SURDAHA KALA,CHUNAHA,Chunaha,प्रमोद तिवारी,
Satna,Nagod,SURDAHA KALA,JADAVPUR,Jadavpur,प्रमोद तिवारी,
Satna,Nagod,SURDAHA KALA,KODAR,Kodar,प्रमोद तिवारी,
Satna,Nagod,SURDAHA KALA,KONI,Koni,प्रमोद तिवारी,
Satna,Nagod,SURDAHA KALA,MAJHGAWN KHURD,Maghgawon Khurd,प्रमोद तिवारी,
Satna,Nagod,SURDAHA KALA,MUGAHAR,Mugahar,प्रमोद तिवारी,
Satna,Nagod,SURDAHA KALA,RAHIKWARA,Rahikawara,प्रमोद तिवारी,
Satna,Nagod,SURDAHA KALA,SURDAHA KALA,Surdaha Kalan,प्रमोद तिवारी,
Satna,Nagod,SURDAHA KALA,SURDAHA KHURD,Surdaha Khurd,प्रमोद तिवारी,
Satna,Nagod,SURDAHA KALA,URDAN (OF NAGOD),Urdan,प्रमोद तिवारी,
Satna,Rampur Baghelan,ABER,ABER,Aber,मोतीलाल लढ़िया,
Satna,Rampur Baghelan,ABER,AKOUNA,Akouna,मोतीलाल लढ़िया,
Satna,Rampur Baghelan,ABER,ANDHARWAR,Adharwar,मोतीलाल लढ़िया,
Satna,Rampur Baghelan,ABER,BIHARA N.1,Bihara No-1,मोतीलाल लढ़िया,
Satna,Rampur Baghelan,ABER,CHITGADH,Chitgarh,मोतीलाल लढ़िया,
Satna,Rampur Baghelan,ABER,CHUNDKHURD,Chood Khurd,मोतीलाल लढ़िया,
Satna,Rampur Baghelan,ABER,DEORA,Dewara N- 1,मोतीलाल लढ़िया,
Satna,Rampur Baghelan,ABER,GHORKAT,Ghorkat,मोतीलाल लढ़िया,
Satna,Rampur Baghelan,ABER,KARHIKALA,Karahi Kala,मोतीलाल लढ़िया,
Satna,Rampur Baghelan,ABER,LAKHANWAH,Lakhanwah,मोतीलाल लढ़िया,
Satna,Rampur Baghelan,ABER,MOHNIYA,Mohaniya,मोतीलाल लढ़िया,
Satna,Rampur Baghelan,ABER,PATNAKHURD,Patna Khurd,मोतीलाल लढ़िया,
Satna,Rampur Baghelan,ABER,TIHAI,Tihai,मोतीलाल लढ़िया,
Satna,Rampur Baghelan,BELA,BAKIYA BAILO,Bakiya Bailo,श्रीमती अन्नपूर्णा सिंह,25-09-2026: Bela सेक्टर निर्देश
Satna,Rampur Baghelan,BELA,BAKIYA TIWARIYAN,Bakiya Tiwa,श्रीमती अन्नपूर्णा सिंह,25-09-2026: Bela सेक्टर निर्देश
Satna,Rampur Baghelan,BELA,BARTI,Bartie,श्रीमती अन्नपूर्णा सिंह,25-09-2026: Bela सेक्टर निर्देश
Satna,Rampur Baghelan,BELA,BELA,Bela,श्रीमती अन्नपूर्णा सिंह,25-09-2026: Bela सेक्टर निर्देश
Satna,Rampur Baghelan,BELA,CHHIBAURA,Chhibaura,श्रीमती अन्नपूर्णा सिंह,25-09-2026: Bela सेक्टर निर्देश
Satna,Rampur Baghelan,BELA,GAJAN,Gajan,श्रीमती अन्नपूर्णा सिंह,25-09-2026: Bela सेक्टर निर्देश
Satna,Rampur Baghelan,BELA,KANDWA,Kandawa,श्रीमती अन्नपूर्णा सिंह,25-09-2026: Bela सेक्टर निर्देश
Satna,Rampur Baghelan,BELA,MADHI,Madhie,श्रीमती अन्नपूर्णा सिंह,25-09-2026: Bela सेक्टर निर्देश
Satna,Rampur Baghelan,BELA,MAHIDALKALAN,Mahidal Kala,श्रीमती अन्नपूर्णा सिंह,25-09-2026: Bela सेक्टर निर्देश
Satna,Rampur Baghelan,BELA,MAJHIYAR,Majhiyar,श्रीमती अन्नपूर्णा सिंह,25-09-2026: Bela सेक्टर निर्देश
Satna,Rampur Baghelan,BELA,RAGHUNATHPUR,Raghunathpur,श्रीमती अन्नपूर्णा सिंह,25-09-2026: Bela सेक्टर निर्देश
Satna,Rampur Baghelan,BELA,RAMNAGAR,Ramanagar,श्रीमती अन्नपूर्णा सिंह,25-09-2026: Bela सेक्टर निर्देश
Satna,Rampur Baghelan,BIHRA NO. 2,BIHRA NO. 2,Bihara N-2,मनोज खम्परिया अति0,
Satna,Rampur Baghelan,BIHRA NO. 2,CHAKERA,Chakera,मनोज खम्परिया अति0,
Satna,Rampur Baghelan,BIHRA NO. 2,CHORAHTA,Chorahata,मनोज खम्परिया अति0,
Satna,Rampur Baghelan,BIHRA NO. 2,DUDAHA,Dudaha,मनोज खम्परिया अति0,
Satna,Rampur Baghelan,BIHRA NO. 2,GAUHARI,Gauhari,मनोज खम्परिया अति0,
Satna,Rampur Baghelan,BIHRA NO. 2,ITAMANADITEER,Itama Naditeer,मनोज खम्परिया अति0,
Satna,Rampur Baghelan,BIHRA NO. 2,KARPWAH,Karpwah Kothar,मनोज खम्परिया अति0,
Satna,Rampur Baghelan,BIHRA NO. 2,KHARWAHI,Kharwahi,मनोज खम्परिया अति0,
Satna,Rampur Baghelan,BIHRA NO. 2,KHERIYA,Kheriya Kothar,मनोज खम्परिया अति0,
Satna,Rampur Baghelan,BIHRA NO. 2,LAKHAHA,Lakhaha,मनोज खम्परिया अति0,
Satna,Rampur Baghelan,BIHRA NO. 2,NEMUWA,Nemuwa,मनोज खम्परिया अति0,
Satna,Rampur Baghelan,BIHRA NO. 2,SONOURA,Sonaura,मनोज खम्परिया अति0,
Satna,Rampur Baghelan,CHORMARI,BAGAHAI,Bagahai,भूपेन्द्र सिंह संविदा,
Satna,Rampur Baghelan,CHORMARI,BAIRIHA,Bairiha,भूपेन्द्र सिंह संविदा,
Satna,Rampur Baghelan,CHORMARI,CHORMARI,Chormary,भूपेन्द्र सिंह संविदा,
Satna,Rampur Baghelan,CHORMARI,DENGARHAT,Degrahat,भूपेन्द्र सिंह संविदा,
Satna,Rampur Baghelan,CHORMARI,DEOMAUDALDAL,Dew Mou Dal Dal,भूपेन्द्र सिंह संविदा,
Satna,Rampur Baghelan,CHORMARI,DEORA NO-2,Deura N-2,भूपेन्द्र सिंह संविदा,
Satna,Rampur Baghelan,CHORMARI,JAMUNA,Jamuna,भूपेन्द्र सिंह संविदा,
Satna,Rampur Baghelan,CHORMARI,JANARDANPUR,Janardanpur,भूपेन्द्र सिंह संविदा,
Satna,Rampur Baghelan,CHORMARI,JHAND,Jhand,भूपेन्द्र सिंह संविदा,
Satna,Rampur Baghelan,CHORMARI,KOOND,Koond,भूपेन्द्र सिंह संविदा,
Satna,Rampur Baghelan,CHORMARI,SAGAUNI,Sagouni,भूपेन्द्र सिंह संविदा,
Satna,Rampur Baghelan,CHORMARI,TURKI,Tourki,भूपेन्द्र सिंह संविदा,
Satna,Rampur Baghelan,GORAIYA,BARDADIH,Barda Deeh,रमेश सिंह,
Satna,Rampur Baghelan,GORAIYA,GAJGAWAN,Gajigawa,रमेश सिंह,
Satna,Rampur Baghelan,GORAIYA,GARHWAKHURD,Gadhawa Khurd,रमेश सिंह,
Satna,Rampur Baghelan,GORAIYA,GHUGHCHIHAI,Ghunghuchihaie,रमेश सिंह,
Satna,Rampur Baghelan,GORAIYA,GOLHATA,Golahata,रमेश सिंह,
Satna,Rampur Baghelan,GORAIYA,GORAIYA,Goriya,रमेश सिंह,
Satna,Rampur Baghelan,GORAIYA,ITAUR,Itoure,रमेश सिंह,
Satna,Rampur Baghelan,GORAIYA,KHAMA,Khamha,रमेश सिंह,
Satna,Rampur Baghelan,GORAIYA,KHAMHARIYA,Khamhariya,रमेश सिंह,
Satna,Rampur Baghelan,GORAIYA,LAULACHH,Loulach,रमेश सिंह,
Satna,Rampur Baghelan,GORAIYA,MALGAON,Malgawon,रमेश सिंह,
Satna,Rampur Baghelan,GORAIYA,RAJARWAR,Rajarwar,रमेश सिंह,
Satna,Rampur Baghelan,GORAIYA,THATHAURA,Thathoura,रमेश सिंह,
Satna,Rampur Baghelan,KRISHNAGARH,ASARAR,Asrar,मनोज खम्परिया,
Satna,Rampur Baghelan,KRISHNAGARH,BANDHA,Bandha,मनोज खम्परिया,
Satna,Rampur Baghelan,KRISHNAGARH,BEEDA,Beeda,मनोज खम्परिया,
Satna,Rampur Baghelan,KRISHNAGARH,ITAMA,Itama,मनोज खम्परिया,
Satna,Rampur Baghelan,KRISHNAGARH,KHATKHARI,Khatkhari,मनोज खम्परिया,
Satna,Rampur Baghelan,KRISHNAGARH,KHOKHAM,Khokham,मनोज खम्परिया,
Satna,Rampur Baghelan,KRISHNAGARH,KHUKHADA KOTHAR,Khukhuda Kothar,मनोज खम्परिया,
Satna,Rampur Baghelan,KRISHNAGARH,KONIYAKOTHAR,Koniya Kothar,मनोज खम्परिया,
Satna,Rampur Baghelan,KRISHNAGARH,KRISHNAGARH,Krishngarh,मनोज खम्परिया,
Satna,Rampur Baghelan,KRISHNAGARH,PADKHURI,Padkhuri,मनोज खम्परिया,
Satna,Rampur Baghelan,KRISHNAGARH,SELHANA,Selhana,मनोज खम्परिया,
Satna,Rampur Baghelan,KRISHNAGARH,SHIVPURWA,Shivapurva,मनोज खम्परिया,
Satna,Rampur Baghelan,MAHURACHHKADAILA,ATARHARA,Atrahara,अजय खरे,
Satna,Rampur Baghelan,MAHURACHHKADAILA,BADHAURA,Badhoura,अजय खरे,
Satna,Rampur Baghelan,MAHURACHHKADAILA,BATHYA,Bathiya,अजय खरे,
Satna,Rampur Baghelan,MAHURACHHKADAILA,HINAUTI,Hinauti,अजय खरे,
Satna,Rampur Baghelan,MAHURACHHKADAILA,KARMAU,Karmoua,अजय खरे,
Satna,Rampur Baghelan,MAHURACHHKADAILA,KHARI,Kharie,अजय खरे,
Satna,Rampur Baghelan,MAHURACHHKADAILA,MAHURACHHKADAILA,Mahurach Kandila,अजय खरे,
Satna,Rampur Baghelan,MAHURACHHKADAILA,MANKAHARI,Manakahari,अजय खरे,
Satna,Rampur Baghelan,MAHURACHHKADAILA,NARSINGHPUR,Narsinghpur,अजय खरे,
Satna,Rampur Baghelan,MAHURACHHKADAILA,SIJAHATA,Sijahata,अजय खरे,
Satna,Rampur Baghelan,MAHURACHHKADAILA,TAPA,Tapa,अजय खरे,
Satna,Rampur Baghelan,SAJJANPUR,BEERNAI,Beernai,प्रमोद शुक्ला,
Satna,Rampur Baghelan,SAJJANPUR,CHAKDAHI,Chakdahi,प्रमोद शुक्ला,
Satna,Rampur Baghelan,SAJJANPUR,GADA,Gada,प्रमोद शुक्ला,
Satna,Rampur Baghelan,SAJJANPUR,GUDUHURU,Guduhuru,प्रमोद शुक्ला,
Satna,Rampur Baghelan,SAJJANPUR,KHAGAURA,Khagaura,प्रमोद शुक्ला,
Satna,Rampur Baghelan,SAJJANPUR,MARAUHA,Marahua,प्रमोद शुक्ला,
Satna,Rampur Baghelan,SAJJANPUR,MATAHA,Mataha,प्रमोद शुक्ला,
Satna,Rampur Baghelan,SAJJANPUR,RICHHAHARI,Richahari,प्रमोद शुक्ला,
Satna,Rampur Baghelan,SAJJANPUR,SAJJANPUR,Sajjanpur,प्रमोद शुक्ला,
Satna,Rampur Baghelan,SAJJANPUR,SARAYA,Saraya,प्रमोद शुक्ला,
Satna,Rampur Baghelan,SAJJANPUR,SATRI,Satari,प्रमोद शुक्ला,
Satna,Rampur Baghelan,SAJJANPUR,SIDHAULI,Sidhauli,प्रमोद शुक्ला,
Satna,Sohawal,BARAHANA,BARAHANA,Barhana,धर्मेन्द्र कोरी,
Satna,Sohawal,BARAHANA,DIDAUNDH,Didaundh,धर्मेन्द्र कोरी,
Satna,Sohawal,BARAHANA,GORAIYA,Goraiya,धर्मेन्द्र कोरी,
Satna,Sohawal,BARAHANA,JHALI,Jhalli,धर्मेन्द्र कोरी,
Satna,Sohawal,BARAHANA,MAUHAR,Mauhar,धर्मेन्द्र कोरी,
Satna,Sohawal,BARAHANA,NAINA (NEAR KOTHI),Naina(Kothi),धर्मेन्द्र कोरी,
Satna,Sohawal,BARAHANA,RAIPUR,Raipur,धर्मेन्द्र कोरी,
Satna,Sohawal,BARAHANA,RANEHI,Ranehi,धर्मेन्द्र कोरी,
Satna,Sohawal,BARAHANA,SEMRIKALA,Semarikala,धर्मेन्द्र कोरी,
Satna,Sohawal,BARAHANA,UDAYSAGAR,Udaysagar,धर्मेन्द्र कोरी,
Satna,Sohawal,BARAHANA,UJARAUNDHA,Ujaraundha,धर्मेन्द्र कोरी,
Satna,Sohawal,BARAKALA,AHIRGAON,Ahirgaon,महेन्‍द्र पारधी,
Satna,Sohawal,BARAKALA,BARAKALA,Barakala,महेन्‍द्र पारधी,
Satna,Sohawal,BARAKALA,BHUMKAHAR,Bhumkahar,महेन्‍द्र पारधी,
Satna,Sohawal,BARAKALA,GULUWA,Guluwa,महेन्‍द्र पारधी,
Satna,Sohawal,BARAKALA,KUDIYA,Kudiya,महेन्‍द्र पारधी,
Satna,Sohawal,BARAKALA,MADNI,Madni,महेन्‍द्र पारधी,
Satna,Sohawal,BARAKALA,MAJHAGAWANBHATTHA,Majhgawan,महेन्‍द्र पारधी,
Satna,Sohawal,BARAKALA,MANAKAHARI,Mankahari,महेन्‍द्र पारधी,
Satna,Sohawal,BARAKALA,NAKATI,Naktie,महेन्‍द्र पारधी,
Satna,Sohawal,BARAKALA,PAWAIYA,Pawaiya,महेन्‍द्र पारधी,
Satna,Sohawal,BARAKALA,PONDI,Podi,महेन्‍द्र पारधी,
Satna,Sohawal,BARAKALA,RAMPUR CHAURASI,Rampur Chaurasi,महेन्‍द्र पारधी,
Satna,Sohawal,BHAINSWAR,BAMHRAULA,Bamharaula,संजय पाण्डेय,
Satna,Sohawal,BHAINSWAR,BHAINSWAR,Bhaiswar,संजय पाण्डेय,
Satna,Sohawal,BHAINSWAR,DANDITOLA,Dandi Tola,संजय पाण्डेय,
Satna,Sohawal,BHAINSWAR,HATI,Hati,संजय पाण्डेय,
Satna,Sohawal,BHAINSWAR,HATIA,Hatiya,संजय पाण्डेय,
Satna,Sohawal,BHAINSWAR,KANCHANPUR,Kanchanpur,संजय पाण्डेय,
Satna,Sohawal,BHAINSWAR,KUSIYARA,Kusiyara,संजय पाण्डेय,
Satna,Sohawal,BHAINSWAR,MEDNIPUR,Medanipur,संजय पाण्डेय,
Satna,Sohawal,BHAINSWAR,NACHANAURA,Nachnaura,संजय पाण्डेय,
Satna,Sohawal,BHAINSWAR,NADNA,Nadna,संजय पाण्डेय,
Satna,Sohawal,BHAINSWAR,NAYAGOAN,Nayagaon,संजय पाण्डेय,
Satna,Sohawal,BHAINSWAR,PURAWA,Purawa,संजय पाण्डेय,
Satna,Sohawal,BHARJUNAKHUAD,BARIKHURD,Barikhurd,व्‍ही0के0मिश्रा,
Satna,Sohawal,BHARJUNAKHUAD,BHARJUNAKALAN,Bharjuna Kala,व्‍ही0के0मिश्रा,
Satna,Sohawal,BHARJUNAKHUAD,BHARJUNAKHUAD,Bharjuna Khurda,व्‍ही0के0मिश्रा,
Satna,Sohawal,BHARJUNAKHUAD,DAGDIHA,Dagdeeha,व्‍ही0के0मिश्रा,
Satna,Sohawal,BHARJUNAKHUAD,KHAMHARIA,Khamariya,व्‍ही0के0मिश्रा,
Satna,Sohawal,BHARJUNAKHUAD,KOTHRA,Kothra,व्‍ही0के0मिश्रा,
Satna,Sohawal,BHARJUNAKHUAD,LALPUR,Lalpur,व्‍ही0के0मिश्रा,
Satna,Sohawal,BHARJUNAKHUAD,NAINA (NEAR SAGMANIHA),Naina Sagma,व्‍ही0के0मिश्रा,
Satna,Sohawal,BHARJUNAKHUAD,PASI,Pasi,व्‍ही0के0मिश्रा,
Satna,Sohawal,BHARJUNAKHUAD,POINDHAKALA,Poindha Kala,व्‍ही0के0मिश्रा,
Satna,Sohawal,BHARJUNAKHUAD,SAGMA,Sagma,व्‍ही0के0मिश्रा,
